name,networth,education,country
Evelyn_Robert_de_Rothschild,20000000000,Trinity College Cambridge,UK
Evelyn_Robert_de_Rothschild,20000000000,Harrow School,UK
Ian_Davis_(businessman),50,University of Oxford,UK
Ian_Davis_(businessman),50,Balliol College Oxford,UK
Ian_Livingstone_(property_developer),2600000000,St Paul's School London,NA
Ian_Livingstone_(property_developer),2600000000,City University London,UK
Ian_Wood_(businessman),2150000000,Robert Gordon's College,NA
Ian_Wood_(businessman),2150000000,University of Aberdeen,UK
Idan_Ofer,4100000000,London Business School,UK
Idan_Ofer,4100000000,University of Haifa,Israel
Igor_Olenicoff,3600000000,University of Southern California,USA
Igor_Zyuzin,1800000000,Tula_Polytechnic_Institute,Russia
Indra_Nooyi,144000000,Indian Institute of Management Calcutta,India
Indra_Nooyi,144000000,Madras Christian College,India
Indra_Nooyi,144000000,Yale School of Management,USA
Inna,10000000,Ovidius University,Romania
Ioan_Niculae,1200000000,Ștefan Gheorghiu Academy,Romania
Ira_Rennert,6100000000,Brooklyn College,USA
Ira_Rennert,6100000000,New York University,USA
"Irvine_Laidlaw,_Baron_Laidlaw",745000000,Merchiston Castle School,NA
"Irvine_Laidlaw,_Baron_Laidlaw",745000000,Columbia Business School,USA
"Irvine_Laidlaw,_Baron_Laidlaw",745000000,University of Leeds,UK
Irwin_M._Jacobs,1230000000,Massachusetts Institute of Technology,USA
Irwin_M._Jacobs,1230000000,Cornell University,USA
Irwin_M._Jacobs,1230000000,Doctor of Science,NA
Isabel_dos_Santos,3400000000,King's College London,UK
Iskander_Makhmudov,6500000000,Tashkent University of Information Technologies,Uzebekistan
Israel_Englander,4800000000,New York University,USA
Ivica_Todorić,573000000,University of Zagreb,Croatia
Theodore_Angelopoulos,630000000,University of Zurich,Switzerland
"Thomas_F._Frist,_Jr.",8100000000,Washington University in St. Louis,USA
"Thomas_F._Frist,_Jr.",8100000000,Vanderbilt University,USA
Thomas_H._Lee_(businessman),2000000000,Harvard College,USA
Thomas_J._Autzen,2800000,Oregon State University,USA
Thomas_Kwok,16300000000,Imperial College London,UK
Thomas_Kwok,16300000000,London Business School,UK
Thomas_Peterffy,10900000000,Clark University,USA
Thomas_Pritzker,2900000000,Booth School of Business,USA
Thomas_Secunda,1900000000,Binghamton University,USA
Thomas_Siebel,2000000000,University of Illinois at Urbana–Champaign,USA
Thomas_Siebel,2000000000,Master of Business Administration,NA
Thomas_Siebel,2000000000,Bachelor of Arts,NA
Thomas_W._Lamont,25000000,Phillips Exeter Academy,NA
Thomas_W._Lamont,25000000,Harvard University,USA
Tim_Cook,785000000,Duke University,USA
Tim_Cook,785000000,Auburn University,USA
Tim_Cook,785000000,Master of Business Administration,NA
Tim_Cook,785000000,Bachelor of Science,NA
Timothy_Boyle,1710000000,University of Oregon,USA
Timur_Kulibayev,2100000000,Moscow State University,Russia
Tom_Benson,2200000000,Brother Martin High School,NA
Tom_Benson,2200000000,Loyola University New Orleans,USA
Tom_Golisano,1900000000,Alfred State College,USA
Tom_Gores,3300000000,Michigan State University,USA
Tom_Hanks,390000000,California State University Sacramento,USA
Tom_Hanks,390000000,Chabot College,NA
Tom_Love,3900000000,St. Gregory's University,USA
Tom_Persson,2900000000,Met Film School,UK
Tom_Steyer,1600000000,Stanford Graduate School of Business,USA
Tom_Steyer,1600000000,Yale College,USA
Tony_Fernandes,230000000,Epsom College,NA
Tony_Fernandes,230000000,Alice Smith School,NA
Tony_Fernandes,230000000,London School of Economics,UK
Tony_Hsieh,840000000,Harvard University,USA
Tony_Ressler,1420000000,Columbia University,USA
Tony_Ressler,1420000000,Georgetown University,USA
Tony_Tan_(entrepreneur),2600000000,Chiang Kai Shek College,Philippines
Tony_Tan_(entrepreneur),2600000000,University of Santo Tomas,Philippines
Tory_Burch,1000000000,University of Pennsylvania,USA
Travis_Barker,85000000,Fontana High School,NA
Trevor_Rees-Jones,5200000000,Highland Park High School (University Park Texas),NA
Tuncay_Özilhan,1600000000,Long Island University,USA
Tuncay_Özilhan,1600000000,Istanbul University,Turkey
Ty_Warner,2500000000,Kalamazoo College,USA
T._Boone_Pickens,1000000000,Oklahoma State University–Stillwater,USA
T._Denny_Sanford,1400000000,University of Minnesota,USA
T._S._Kalyanaraman,1000000000,Sree Kerala Varma College,India
Taizo_Son,1200000000,University of Tokyo,Japan
Tamara_Gustavson,4300000000,University of Southern California,USA
Ted_Leonsis,1000000000,Georgetown University,USA
Ted_Lerner,5200000000,George Washington University,USA
Ted_Lerner,5200000000,George Washington University Law School,USA
Ted_Turner,2200000000,The McCallie School,USA
Ted_Turner,2200000000,Brown University,USA
Teresa_Heinz,1000000000,University of the Witwatersrand,South Africa
Teresa_Heinz,1000000000,University of Geneva,Switzerland
Terrence_Pegula,4000000000,Pennsylvania State University,USA
Jerry_Speyer,4000000000,Columbia University,USA
Jessie_Ball_duPont,42000000,Longwood University,USA
Jim_Balsillie,800000000,Wilfrid Laurier University,Canada
Jim_Balsillie,800000000,University of Toronto,Canada
Jim_Balsillie,800000000,Harvard Business School,USA
Jim_Breyer,2000000000,Stanford University,USA
Jim_Breyer,2000000000,Harvard University,USA
Jim_Buckmaster,40000000,University of Michigan,USA
Jim_Buckmaster,40000000,Virginia Tech,USA
Jim_Davis_(business),5200000000,Middlebury College,USA
Jim_Irsay,2300000000,Southern Methodist University,USA
Jim_Justice,1690000000,Marshall University,USA
Jim_McColl,1000000000,University of Strathclyde,UK
Jim_McColl,1000000000,Stonelaw High School,NA
Jim_Pattison,6600000000,University of British Columbia,Canada
Jim_Ratcliffe,3200000000,Beverley Grammar School,NA
Jim_Ratcliffe,3200000000,University of Birmingham,UK
Jim_Ratcliffe,3200000000,London Business School,UK
Jim_Walton,33800000000,University of Arkansas,USA
Jimmy_Haslam,3000000000,University of Tennessee,USA
Joan_Tisch,2800000000,University of Michigan,USA
Joe_Craft,1400000000,University of Kentucky,USA
Joe_Jamail,1500000000,University of Texas at Austin,USA
Joe_Mansueto,2200000000,Munster High School,NA
Joe_Ricketts,1000000000,Creighton University,USA
Joe_Robbie,100000000,Northern State University,USA
Joe_Robbie,100000000,University of South Dakota School of Law,USA
Johann_Rupert,7900000000,Stellenbosch University,South Africa
John_Abele,603000000,Amherst College,USA
John_Arrillaga,2300000000,Stanford University,USA
John_C._Malone,6500000000,Yale University,USA
John_C._Malone,6500000000,Johns Hopkins University,USA
John_C._Malone,6500000000,New York University,USA
John_C._Malone,6500000000,Doctor of Philosophy,NA
John_Caudwell,2600000000,Berry Hill High School and Sports College,NA
John_Chuang,965000000,University of Liverpool,UK
John_Coates_(businessman),1940000000,University of Bristol,UK
John_Doerr,4100000000,Rice University,USA
John_Doerr,4100000000,Harvard Business School,USA
James_Packer,3500000000,Sydney,NA
James_Packer,3500000000,Cranbrook School Sydney,NA
James_Pallotta,1000000000,University of Massachusetts Amherst,USA
James_Pallotta,1000000000,Northeastern University,USA
James_R._Leininger,1300000000,Indiana University,USA
James_R._Leininger,1300000000,Doctor of Medicine,NA
Jamie_Dimon,1.1,Tufts University,USA
Jamie_Dimon,1.1,Harvard Business School,USA
Jamsetji_Tata,1000000,Elphinstone College,India
Jamshyd_Godrej,4800000000,Illinois Institute of Technology,USA
Jan_Koum,8600000000,San Jose State University,USA
Jane_Lauder,1400000000,Stanford University,USA
Jane_Wanjiru_Michuki,50,University of Warwick,UK
Jane_Wanjiru_Michuki,50,University of Nairobi,Kenya
Jane_Wanjiru_Michuki,50,Kenya School of Law,Kenya
Jean_Claude_Gandur,2300000000,University of Lausanne,Switzerland
Jean_Claude_Gandur,2300000000,Pantheon-Sorbonne University,France
Jean_Coutu_(pharmacist),2300000000,Université de Montréal,Canada
Jeff_Bezos,48900000000,Princeton University,USA
Jeff_Greene,3000000000,Johns Hopkins University,USA
Jeff_Greene,3000000000,Harvard Business School,USA
Jeff_Sutton_(real_estate_developer),3400000000,University of Pennsylvania,USA
Jeffrey_Kang,1200000000,South China University of Technology,China
Jeffrey_Katzenberg,957000000,Ethical Culture Fieldston School,NA
Jeffrey_Lorberbaum,1700000000,Bachelor of Arts,NA
Jeffrey_Lurie,1640000000,Boston University,USA
Jeffrey_Lurie,1640000000,Brandeis University,USA
Jeffrey_Lurie,1640000000,Clark University,USA
Jenni_Rivera,300000000,California State University,USA
Jenni_Rivera,300000000,Long Beach City College,USA
Jennifer_Pritzker,1700000000,Loyola University Chicago,USA
Jeremy_Jacobs,3600000000,University at Buffalo,USA
Jerome_Booth,112000000,University of Oxford,UK
Jerome_Booth,112000000,University of Bristol,UK
"Jerome_Kohlberg,_Jr.",1200000000,Swarthmore College,USA
"Jerome_Kohlberg,_Jr.",1200000000,Columbia Law School,USA
"Jerome_Kohlberg,_Jr.",1200000000,Harvard Business School,USA
Jerry_Bruckheimer,850000000,University of Arizona,USA
Jerry_Reinsdorf,1200000000,George Washington University,USA
Jerry_Reinsdorf,1200000000,Northwestern University School of Law,USA
John_Francis_Hylan,5000,New York Law School,USA
John_Franklyn_Mars,23600000000,Yale University,USA
John_Franklyn_Mars,23600000000,Hotchkiss School,NA
John_Gokongwei,5000000000,De La Salle University,Philippines
John_Griffin_(businessman),140000000,Finchley Catholic High School,NA
John_Hagee,5000000,Bachelor of Science,NA
John_Hagee,5000000,University of North Texas,USA
John_Hagee,5000000,Trinity University (Texas),USA
John_Hugh_MacMillan,1700000000,Blake School (Minneapolis),NA
John_Hugh_MacMillan,1700000000,Berkshire School,NA
John_Hugh_MacMillan,1700000000,University of Minnesota,USA
John_J._Fisher,2400000000,Princeton University,USA
John_J._Fisher,2400000000,Stanford University,USA
John_Jacob_Astor_IV,85000000,St. Paul's School (New Hampshire),NA
John_Kluge,6500000000,Columbia University,USA
John_Mackey_(businessman),100000000,University of Texas at Austin,USA
"John_Menard,_Jr.",9100000000,University of Wisconsin–Eau Claire,USA
John_Morgridge,1000000000,Stanford University,USA
John_Morgridge,1000000000,University of Wisconsin–Madison,USA
John_Ordronaux_(doctor),2757000,Dartmouth College,USA
John_Ordronaux_(doctor),2757000,Harvard Law School,USA
John_Ordronaux_(doctor),2757000,National_Medical_School,NA
John_Paulson,9800000000,New York University,USA
John_Paulson,9800000000,Harvard Business School,USA
John_Paulson,9800000000,Master of Business Administration,NA
John_Paulson,9800000000,Bachelor of Science,NA
John_Pritzker,2300000000,Menlo College,USA
John_Riccitiello,10000000,Bachelor of Science,NA
John_Riccitiello,10000000,University of California Berkeley,USA
John_S._Middleton,1800000000,Amherst College,USA
John_S._Middleton,1800000000,Harvard Business School,USA
"John_Sainsbury,_Baron_Sainsbury_of_Preston_Candover",1300000000,Worcester College Oxford,UK
John_Thompson_Dorrance,115000000,Massachusetts Institute of Technology,USA
John_Thompson_Dorrance,115000000,University of Göttingen,Germany
John_Tu,4600000000,Technische Universität Darmstadt,Germany
Johnnie_Boden,300000000,Eton College,NA
Johnnie_Boden,300000000,Hawtreys,NA
Johnnie_Boden,300000000,Oriel College Oxford,UK
Jon_Hunt,1186000000,Millfield,NA
Jon_Oringer,1000000000,Columbia University,USA
Jon_Oringer,1000000000,Stony Brook University,USA
Jonathan_D._Gray,1660000000,University of Pennsylvania,USA
"Jonathan_Harmsworth,_4th_Viscount_Rothermere",1370000000,Gordonstoun,NA
"Jonathan_Harmsworth,_4th_Viscount_Rothermere",1370000000,Duke University,USA
Jonathan_Ive,130000000,Northumbria University,UK
Jonathan_M._Nelson,1760000000,Brown University,USA
Jonathan_M._Nelson,1760000000,Harvard Business School,USA
Jonathan_Manzi,1000000,Stanford University,USA
Jonathan_Ruffer,380000000,Marlborough College,NA
Jonathan_Ruffer,380000000,Sidney Sussex College Cambridge,UK
Jorge_Gerdau_Johannpeter,926000000,Federal University of Rio Grande do Sul,Brazil
Jorge_Paulo_Lemann,28200000000,Harvard University,USA
Joseph_Grendys,1740000000,Holy Cross High School (River Grove Illinois),NA
Joseph_Grendys,1740000000,Loyola University Chicago,USA
Joseph_Lau,13100000000,University of Windsor,Canada
Joseph_Parnes,140000000,University of Louisiana at Lafayette,USA
Josh_James,100000000,Brigham Young University,USA
Joshua_Harris_(businessman),2400000000,Wharton School of the University of Pennsylvania,USA
Joshua_Harris_(businessman),2400000000,Harvard Business School,USA
José_Miguel_Bonetti,1000000000,Juris Doctor,NA
José_Miguel_Bonetti,1000000000,Bachelor of Economics,NA
Judith_Faulkner,2600000000,Dickinson College,USA
Judith_Faulkner,2600000000,University of Wisconsin–Madison,USA
Julian_Robertson,3400000000,University of North Carolina at Chapel Hill,USA
J.B._Pritzker,3400000000,Duke University,USA
J.B._Pritzker,3400000000,Northwestern University School of Law,USA
J._Christopher_Burch,1000000000,Ithaca College,USA
J._Christopher_Flowers,1400000000,Harvard University,USA
J._Darius_Bikoff,325000000,Colgate University,USA
J._Michael_Pearson,1500000000,Duke University,USA
J._Michael_Pearson,1500000000,University of Virginia,USA
J._R._Simplot,3600000000,Eighth grade,NA
Jack_C._Taylor,8600000000,Washington University in St. Louis,USA
Jack_Davis_(industrialist),18.2,University at Buffalo,USA
Jack_Dellal,4300000000,Manchester,NA
Jack_Dellal,4300000000,Heaton Moor,NA
Jack_Dorsey,2300000000,New York University,USA
Jack_Dorsey,2300000000,Missouri University of Science and Technology,USA
Jack_Ma,23600000000,Cheung Kong Graduate School of Business,China
Jack_Ma,23600000000,Hangzhou Normal University,China
Jack_Welch,750000000,University of Massachusetts Amherst,USA
Jack_Welch,750000000,University of Illinois at Urbana–Champaign,USA
Jack_Welch,750000000,Chemical engineering,NA
Jack_Welch,750000000,Doctor of Philosophy,NA
Jack_Welch,750000000,Bachelor of Science,NA
Jack_Welch,750000000,Master of Science,NA
Jack_Wrather,150000000,University of Texas at Austin,USA
Jacky_Xu,1000000,Nanyang Technological University,Singapore
Jacky_Xu,1000000,University of Liverpool,UK
Jacky_Xu,1000000,Harvard University,USA
Jacqueline_Mars,23600000000,Miss Hall's School,NA
Jacqueline_Mars,23600000000,Bryn Mawr College,USA
Jaime_Aristotle_Alip,6000000,University of the Philippines,Philippines
Jaime_Aristotle_Alip,6000000,Harvard Business School,USA
Jaime_Gilinski_Bacal,2900000000,Harvard Business School,USA
James_C._Kennedy,9800000000,University of Denver,USA
James_Cameron,1790000000,Brea Olinda High School,NA
James_Cayne,61000000,Purdue University,Indiana
James_Dinan,1600000000,University of Pennsylvania,USA
James_Dinan,1600000000,Harvard University,USA
James_Douglas_(businessman),18000000,Laval University,Canada
James_Douglas_(businessman),18000000,Queen's University,Canada
James_Douglas_(businessman),18000000,University of Edinburgh,UK
James_Douglas_(businessman),18000000,Martin Luther University of Halle-Wittenberg,Germany
James_Dyson,4900000000,Gresham's School,NA
James_Dyson,4900000000,Royal College of Art,UK
James_Dyson,4900000000,Byam Shaw School of Art,UK
James_E._Thompson,1000000000,San Jose State University,USA
James_Goodnight,8100000000,North Carolina State University,USA
James_Harris_Simons,15500000000,Massachusetts Institute of Technology,USA
James_Harris_Simons,15500000000,University of California Berkeley,USA
James_Harris_Simons,15500000000,Doctor of Philosophy,NA
James_Harris_Simons,15500000000,Bachelor of Science,NA
Robert_Bass,5500000000,Stanford University,USA
Robert_Bass,5500000000,Yale University,USA
Robert_D._Ziff,5000000000,Cornell University,USA
Robert_D._Ziff,5000000000,Harvard University,USA
Robert_Englund,14000000,California State University Northridge,USA
Robert_Englund,14000000,Royal Academy of Dramatic Art,UK
Robert_Friedland,1800000000,Reed College,USA
Robert_Holding,2600000000,University of Utah,USA
Robert_J._Fisher,1600000000,Princeton University,USA
Robert_J._Fisher,1600000000,Stanford University,USA
Robert_L._Johnson,550000000,Princeton University,USA
Robert_L._Johnson,550000000,University of Illinois at Urbana–Champaign,USA
Robert_Miller_(businessman),2500000000,Rider University,USA
Robert_Pera,2100000000,University of California San Diego,USA
Robert_Sangster,110000000,Repton School,NA
Roberto_Civita,4900000000,Wharton School of the University of Pennsylvania,USA
Roberto_Ongpin,680000000,Ateneo de Manila University,Philippines
Robin_Li,14300000000,Peking University,China
Robin_Li,14300000000,University at Buffalo,USA
Rocky_Wirtz,4200000000,Northwestern University,USA
Rocky_Wirtz,4200000000,North Shore Country Day School,NA
Roger_Marino,1200000000,Northeastern University,USA
Romesh_Wadhwani,2800000000,Carnegie Mellon University,USA
Romesh_Wadhwani,2800000000,Indian Institute of Technology Bombay,India
Ron_Daniel,50,Wesleyan University,USA
Ron_Daniel,50,Harvard Business School,USA
Ronald_McAulay,2600000000,University of Glasgow,UK
Ronald_Mourad_Cohen,220000000,University of Oxford,UK
Ronald_Mourad_Cohen,220000000,Harvard Business School,USA
Ronald_S._Baron,2000000000,Bucknell University,USA
Ronald_S._Baron,2000000000,George Washington University,USA
Ross_Perot,4100000000,United States Naval Academy,USA
Ross_Perot,4100000000,Texarkana College,USA
"Ross_Perot,_Jr.",1600000000,Vanderbilt University,USA
Roustam_Tariko,1900000000,INSEAD,France
Roustam_Tariko,1900000000,Moscow State University of Railway Engineering,Russia
Roy_E._Disney,1200000000,Buckley School (California),NA
Roy_E._Disney,1200000000,Pomona College,USA
Rupert_Hambro,150000000,Eton College,NA
"Rupert_Johnson,_Jr.",6000000000,Washington and Lee University,USA
Rupert_Murdoch,11700000000,Worcester College Oxford,UK
Russell_Weiner,2100000000,Redwood High School (Larkspur California),NA
Ram_Shriram,1890000000,University of Madras,India
Ramesh_Chandra,1000000000,University of Southampton,UK
Ramesh_Chandra,1000000000,Indian Institute of Technology Kharagpur,India
Randa_Williams,4100000000,Rice University,USA
Randa_Williams,4100000000,University of Houston,USA
Randal_J._Kirk,3800000000,Radford University,USA
Randal_J._Kirk,3800000000,University of Virginia School of Law,USA
Randy_Lerner,1100000000,Columbia University,USA
Randy_Lerner,1100000000,Columbia Law School,USA
Ratul_Puri,1200000000,Carnegie Mellon University,USA
Ray_Lee_Hunt,5300000000,Southern Methodist University,USA
Raymond_Kwok,16300000000,Harvard Business School,USA
Raymond_Kwok,16300000000,University of Cambridge,UK
Reed_Hastings,1720000000,Stanford University,USA
Reed_Hastings,1720000000,Bowdoin College,USA
Reed_Hastings,1720000000,Computer science,NA
Reid_Hoffman,4600000000,Stanford University,USA
Reid_Hoffman,4600000000,University of Oxford,UK
Ricardo_Salinas_Pliego,8000000000,Tulane University,USA
Ricardo_Salinas_Pliego,8000000000,Monterrey Institute of Technology and Higher Education,Mexico
Richard_Benjamin_Harrison,8000000,Lexington Senior High School (North Carolina),NA
Richard_LeFrak,6500000000,Columbia University,USA
Richard_LeFrak,6500000000,Amherst College,USA
Richard_Livingstone_(businessman),2600000000,St Paul's School London,NA
Richard_Rainwater,2800000000,University of Texas at Austin,USA
Richard_Rainwater,2800000000,Stanford Graduate School of Business,USA
"Richard_S._Fuld,_Jr.",100000000,University of Colorado Boulder,USA
"Richard_S._Fuld,_Jr.",100000000,New York University,USA
"Richard_S._Fuld,_Jr.",100000000,Master of Business Administration,NA
Riley_P._Bechtel,3900000000,Stanford University,USA
Riley_P._Bechtel,3900000000,University of California Davis,USA
Rafael_del_Pino_(businessman),5500000000,Madrid,NA
Rafael_del_Pino_(businessman),5500000000,Colegio Santa María del Pilar,NA
Rafael_del_Pino_(businessman),5500000000,MIT Sloan School of Management,USA
Rahul_Bajaj,2700000000,Harvard Business School,USA
Raj_Rajaratnam,1800000000,Wharton School of the University of Pennsylvania,USA
Rajan_Raheja,1990000000,University of Mumbai,India
Rajat_Gupta,100000000,Indian Institute of Technology Delhi,India
Rajat_Gupta,100000000,Harvard Business School,USA
Rajen_A._Kilachand,900000000,Boston University,USA
Rakesh_Jhunjhunwala,1900000000,Chartered accountant,NA
Rakesh_Jhunjhunwala,1900000000,University of Mumbai,India
Rakesh_Jhunjhunwala,1900000000,Institute of Chartered Accountants of India,NA
Ralph_Lauren,5600000000,Baruch College,USA
